inputs ClimbRate, Sgz, P, Q, CurPitch, CurRoll, AbsRoll, DiffClb, DiffRollRate, DiffDiffClb, SeTime1, SeTime2, SeTime3, SeTime4, SeTime5, SeTime6, SeTime7, SeTime8, SeTime9, SeTime10, SeTime11, SeTime12, SeTime13, SeTime14, DiffSeTime1, DiffSeTime2, DiffSeTime3, DiffSeTime4, DiffSeTime5, DiffSeTime6, DiffSeTime7, DiffSeTime8, DiffSeTime9, DiffSeTime10, DiffSeTime11, DiffSeTime12, DiffSeTime13, DiffSeTime14, Alpha, Se, Goal
-109,-35,0.07,-0.05,0.58,-1.7,-8,7,0.016,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-6.00E-04
104,5,0.21,0.03,0.4,-0.5,-7,-3,0.004,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-6.00E-04
-181,-17,-0.22,0.02,0.69,0.6,-10,3,-0.012,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
132,-10,0.25,0.07,0.42,-0.8,-7,-13,0.005,1.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-6.00E-04
-232,-77,0.06,-0.12,0.67,-2.4,-10,15,0.008,0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-5.00E-04
94,-20,-0.04,-0.05,0.44,1.3,-9,-6,-0.044,2.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.001
-244,-42,-0.42,-0.03,0.82,0.7,-10,6,-0.004,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.6,0.02,-7.00E-04
18,-7,-0.31,-0.08,0.45,0.7,-9,14,0.004,-1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-7.00E-04
16,-38,-0.52,-0.01,0.59,1.7,-11,3,0.004,0.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.00E-04
-448,-21,0.35,-0.01,0.9,0.8,-12,9,-0.008,-0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.0011
17,3,-0.14,0.06,0.51,0.5,-12,1,-0.013,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-8.00E-04
-6,-29,-0.18,0.01,1.45,-1.9,-15,-1,0.006,1.5,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.051,-0.0014
14,-39,-0.21,-0.03,0.94,-0.8,-7,3,0.006,-0.3,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.033,-7.00E-04
-133,7,0.05,0.01,0.65,-0.6,-6,-1,-0.007,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-5.00E-04
-46,8,0.44,0.04,0.56,-0.8,-12,1,0.014,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-9.00E-04
255,-29,0.26,-0.05,0.26,-0.8,-14,12,0.009,-0.1,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.0011
115,-48,0.11,-0.06,0.39,-1.9,-13,14,0.026,-0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
-247,23,-0.11,0.17,0.82,-0.1,-12,-14,-0.005,0,0.02,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-8.00E-04
-249,1,0.1,0.15,0.81,1.3,-11,-12,-0.021,-0.2,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.0012
-69,-37,0.49,0.22,1.05,1.4,-17,-6,-0.039,-0.6,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,-0.0026
-77,-21,0.2,0.04,0.61,-1.5,-9,-3,0.016,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-5.00E-04
447,1,-0.26,0.35,0.74,-0.6,-14,-4,0.004,-2.7,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.048,-0.0014
-23,18,-0.19,0.16,0.64,0.8,-7,-16,-0.013,0.3,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-5.00E-04
-520,2,0.31,-0.01,1.01,0.9,-5,-6,-0.013,1.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.00E-04
-148,12,0.08,0.07,0.65,0.5,-6,-7,-0.001,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
17,-76,-0.26,-0.17,0.63,-0.3,-16,27,0.026,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.022,-0.0013
-43,8,0.21,0.09,0.57,-0.7,-7,-10,0.008,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.00E-04
379,27,0.24,0.14,0.2,-0.5,-8,-13,0.004,-0.3,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0.5,0.02,-6.00E-04
-203,-7,0.14,-0.04,1.08,-0.6,-8,-4,0.004,0.5,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.029,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.9,0.029,-9.00E-04
192,40,0.3,0.11,0.33,-0.7,-9,-2,0.002,-0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.00E-04
-341,-35,-0.03,0.2,1.27,2.2,-18,-5,-0.012,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,-0.004,0,0,0,0,0,0.9,0.033,-0.0017
-326,-7,-0.26,0.03,0.94,-0.9,-14,1,0.007,1.5,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-8.00E-04
-1,-35,0.29,-0.02,0.51,-0.8,-12,7,0.008,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-9.00E-04
244,-16,0.09,-0.06,0.24,0.8,-9,11,-0.027,-0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.5,0.016,-0.0012
621,-42,0.16,0.17,0.03,-0.8,-8,-18,0.014,-2.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5.00E-04
-205,-40,-0.43,-0.09,0.63,-0.4,-10,14,0.013,0.3,0.013,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.015,0.015,0.016,-0.001,0,-0.001,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.4,0.016,-3.00E-04
42,-31,0.05,-0.06,0.44,-1.5,-13,14,0.015,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.00E-04
-447,-44,-0.6,-0.09,0.96,1.4,-8,5,-0.006,-0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0,0,-0.001,0,0,0,0,0,0,0,-0.002,0,0,0,0.6,0.018,-5.00E-04
430,28,0.74,0.16,0.19,-1.7,-14,-9,0.012,-0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-8.00E-04
-42,-47,0.21,0,0.58,-0.7,-13,-1,-0.006,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.0011
189,-40,0.17,-0.18,0.27,0.3,-12,26,0.013,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.017,0.017,0.015,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0.4,0.015,-8.00E-04
-58,-4,0.69,0.19,0.65,-0.7,-17,-11,-0.011,-1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.6,0.021,-0.0012
-171,3,-0.55,0.17,0.73,0.7,-15,-8,0.003,-0.7,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.021,-9.00E-04
57,27,0.55,0.25,0.73,1,-20,-4,-0.026,0.2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-0.0022
-4,-8,-0.32,0.03,0.54,0.8,-10,1,-0.02,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.00E-04
34,-14,-0.59,0.18,1.11,-1.3,-13,-12,-0.003,0.6,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.038,0.038,0.04,0.04,0.041,0,0,0,0,0,0,0,0,-0.002,0,-0.003,0,-0.003,0,1.2,0.041,-9.00E-04
355,-28,0.24,0.29,0.24,0.3,-11,-5,0.006,-4.7,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.021,-0.001
79,-21,0.41,0.23,0.52,1.2,-11,-19,-0.012,-0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.6,0.022,-0.0012
-268,-3,0.08,0.01,0.76,-2.1,-9,-8,0.02,0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
657,-8,-0.22,0.01,-0.12,-0.7,-8,10,-0.002,-0.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.018,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0.5,0.018,-5.00E-04
-420,-48,-0.1,0.3,1.03,-1.5,-17,-18,-0.022,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.024,0,0,0,0,0,0,0,0,-0.002,0,0,0,-0.003,0,0.7,0.024,-7.00E-04
-143,-4,-0.14,0.12,0.7,1.8,-8,-15,-0.01,0.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.00E-04
93,-14,-0.26,-0.03,0.43,1.7,-6,4,-0.015,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,0.5,0.018,-5.00E-04
-190,-36,-0.22,0.14,0.72,1.6,-11,-9,-0.022,-0.2,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,-0.002,0,-0.003,0,0,0,0,0,0,0,0.6,0.02,-7.00E-04
-160,-47,0.21,0.12,0.73,0.5,-6,-19,-0.021,-0.2,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-9.00E-04
-258,41,-0.28,0.15,0.76,0.5,-5,-17,-0.015,0,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,-0.001,0,-0.001,0,0,0,0,0,0,0,0.5,0.019,-4.00E-04
17,5,0.12,0.13,0.55,0.5,-5,-19,-0.002,1.4,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-4.00E-04
19,-9,-0.11,-0.29,1.82,-1,-9,15,0.019,1.1,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.065,-0.0011
-236,42,-0.17,0.02,0.72,-0.6,-12,3,0.009,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
253,-6,0.13,-0.06,0.38,0.5,-7,6,0.001,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-7.00E-04
-393,-23,-0.19,0.03,1.13,-0.7,-14,5,-0.001,-0.2,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,-8.00E-04
153,-57,0.12,-0.05,0.42,1.5,-15,-2,-0.019,2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,-0.0014
-164,20,0.06,0.17,0.73,0.6,-8,-18,-0.005,0.1,0.021,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-9.00E-04
-240,15,-0.07,0.2,1.04,0.8,-8,-25,-0.014,1.1,0.026,0.027,0.027,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-9.00E-04
-292,3,-0.17,0.05,0.79,0.4,-6,-5,-0.004,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,-0.001,0,-0.001,0,0,0,0,0,0,0,0,0,0.5,0.018,-4.00E-04
-4,-25,0.04,0.18,0.67,-0.3,-16,-8,0.005,-0.1,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.001
-57,14,0.05,0.18,0.65,-0.8,-12,-16,-0.006,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.6,0.022,-8.00E-04
142,18,-0.15,0.45,0.59,0.7,-13,-35,-0.013,-1.5,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.027,-0.0011
-701,25,-0.32,0.16,1.21,0.5,-5,-18,-0.007,0,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.018,0.018,0.02,0.02,0.021,0,0,0,0,0,0,-0.002,0,-0.002,0,-0.002,0,-0.002,0,0.6,0.021,-4.00E-04
-71,-49,-0.64,0.09,0.9,-0.5,-11,-3,0.01,-1.1,0.028,0.028,0.028,0.028,0.028,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,0.8,0.029,-6.00E-04
-364,-4,0.15,-0.14,0.82,0.9,-12,6,0.004,3.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-9.00E-04
-496,19,-0.3,0.19,1.12,1.7,-17,-6,-0.017,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.0012
203,-35,0.22,-0.02,0.35,0.4,-13,8,0.006,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.0012
-42,-34,0.11,-0.13,0.69,-0.6,-11,11,0.017,1.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,-7.00E-04
-148,9,0.2,0.05,0.65,0.5,-6,-5,0.001,-0.1,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-5.00E-04
-569,-67,0.34,0.04,1.11,-2.1,-14,7,0.031,-1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,-0.003,0,0,0,0.6,0.02,-7.00E-04
334,-35,-0.15,0.19,0.46,-0.4,-20,3,0.007,0,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.03,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.8,0.03,-0.0019
-266,-1,-0.05,0.12,0.86,1,-12,-3,-0.014,-0.8,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-8.00E-04
506,14,0.54,0.22,0.33,-1.9,-20,10,0.027,-1.8,0.038,0.038,0.038,0.038,0.038,0.036,0.036,0.035,0.035,0.035,0.035,0.033,0.033,0.033,0,0,0,0,0.001,0,0.001,0,0,0,0.002,0,0,0,0.9,0.033,-0.0018
-489,56,0.25,0.21,1.04,0.3,-11,-21,-0.019,0.5,0.019,0.019,0.019,0.019,0.019,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,-0.002,0,-0.002,0,0,0,0,0,0,0,0.6,0.022,-8.00E-04
3,-29,0.1,-0.04,0.5,0.2,-8,5,0.001,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
-273,13,-0.13,0.12,0.79,1.4,-12,-8,-0.009,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,-9.00E-04
188,-5,0.05,0.04,0.36,0.4,-7,-3,-0.007,0.1,0.021,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-5.00E-04
139,-36,-0.68,0.04,0.4,-0.4,-7,-3,-0.019,0,0.018,0.018,0.018,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,-0.001,0,-0.002,0,0.001,0,-0.001,0,-0.001,0,-0.001,0,0.001,0,0.5,0.018,-4.00E-04
149,-64,0.42,-0.08,0.33,-0.8,-7,7,0.002,0.7,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-6.00E-04
-32,-41,0.13,0.02,0.68,-2.1,-13,6,0.02,-0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,-8.00E-04
-187,-19,-0.37,0.19,1.36,-0.7,-14,-4,0.005,-0.9,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.041,-0.0011
-77,-16,-0.58,0.26,0.73,0.9,-11,-11,-0.032,-0.9,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.6,0.025,-9.00E-04
-119,-12,-0.17,-0.05,0.56,0.7,-8,13,-0.014,-0.4,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-5.00E-04
76,-2,-0.08,0.06,0.52,1,-9,-4,0,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-8.00E-04
-56,-23,0.2,0.11,0.57,0.4,-19,10,-0.008,-0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.0015
51,-32,-0.33,-0.03,0.46,-0.4,-11,8,-0.011,0,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,-0.001,0,0.001,0,0.001,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
337,18,0.07,0.1,0.25,-0.8,-13,-7,0.011,0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-8.00E-04
163,-30,0.16,0.19,0.56,1.5,-20,-4,-0.008,0.2,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,-0.0017
-60,6,0.42,-0.09,0.54,-1.5,-11,6,0.022,1.8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-8.00E-04
452,25,0.45,0.12,0.13,1.3,-11,-6,-0.011,-0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.001
573,8,0.24,0.03,0.03,-0.9,-7,-6,0.01,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-4.00E-04
-237,13,0.15,0.11,0.88,-0.7,-15,1,0.014,-0.6,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.0015
-121,-31,-0.25,0.09,0.69,1.3,-10,-6,-0.018,-0.1,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.021,0.021,0.021,-0.002,0,0,0,0,0,0,0,0.001,0,-0.001,0,-0.001,0,0.6,0.021,-5.00E-04
